Experiment,Site,Date,Sample,Name,X_lab,Indel_stringent,Indel,Reads_low_phred,Reads_no_nmer,Reads_passing,Total_indel_stringent,Total_indel
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_Z-OT2_2_ZSCAN2g1_ON_S110_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_OT2d1s_2, + + - - 1s,0,0,10474,3103,73003,0,0
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_Z-OT2_3_ZSCAN2g1_ON_S111_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_OT2d1s_3, + + - - 1s,0.002267574,0.004535147,6110,1672,44100,1,2
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F-OT1_1_ZSCAN2g1_ON_S106_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT1d1_1, + - + 1 -,20.85255516,20.90977363,8622,3102,55926,11662,11694
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F-OT1_2_ZSCAN2g1_ON_S107_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT1d1_2, + - + 1 -,21.20307235,21.24299379,9809,3448,62623,13278,13303
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F-OT1_3_ZSCAN2g1_ON_S108_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT1d1_3, + - + 1 -,20.97751155,21.014323,9368,3307,59764,12537,12559
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_Z-OT2_1_ZSCAN2g1_ON_S103_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT2d1s_1, + - + - 1s,25.08160194,25.11776088,16130,5457,102326,25665,25702
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_Z-OT2_2_ZSCAN2g1_ON_S1115_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT2d1s_2, + - + - 1s,24.73715765,24.78541243,32764,5078,68387,16917,16950
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_Z-OT2_3_ZSCAN2g1_ON_S105_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT2d1s_3, + - + - 1s,25.12698029,25.16930705,10429,3687,66152,16622,16650
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_F-OT1_1_ZSCAN2g1_ON_S118_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_1, + + + 1 -,18.01482333,18.04889996,14280,4800,93906,16917,16949
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_F-OT1_2_ZSCAN2g1_ON_S119_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_2, + + + 1 -,20.12016986,20.13673463,11157,2836,66406,13361,13372
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_F-OT1_3_ZSCAN2g1_ON_S120_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_3, + + + 1 -,16.14339791,16.21019817,770,401,4491,725,728
